Codepoints	Name	Group	Subgroup	Version	Status
1F319	crescent moon	Travel & Places	sky & weather	E0.6	fully-qualified
1F31A	new moon face	Travel & Places	sky & weather	E1.0	fully-qualified
1F31B	first quarter moon face	Travel & Places	sky & weather	E0.6	fully-qualified
1F31C	last quarter moon face	Travel & Places	sky & weather	E0.7	fully-qualified
1F321 FE0F	thermometer	Travel & Places	sky & weather	E0.7	fully-qualified
2600 FE0F	sun	Travel & Places	sky & weather	E0.6	fully-qualified
1F31D	full moon face	Travel & Places	sky & weather	E1.0	fully-qualified
1F31E	sun with face	Travel & Places	sky & weather	E1.0	fully-qualified
1FA90	ringed planet	Travel & Places	sky & weather	E12.0	fully-qualified
2B50	star	Travel & Places	sky & weather	E0.6	fully-qualified
1F31F	glowing star	Travel & Places	sky & weather	E0.6	fully-qualified
1F320	shooting star	Travel & Places	sky & weather	E0.6	fully-qualified
1F30C	milky way	Travel & Places	sky & weather	E0.6	fully-qualified
2601 FE0F	cloud	Travel & Places	sky & weather	E0.6	fully-qualified
26C5	sun behind cloud	Travel & Places	sky & weather	E0.6	fully-qualified
26C8 FE0F	cloud with lightning and rain	Travel & Places	sky & weather	E0.7	fully-qualified
1F324 FE0F	sun behind small cloud	Travel & Places	sky & weather	E0.7	fully-qualified
1F325 FE0F	sun behind large cloud	Travel & Places	sky & weather	E0.7	fully-qualified
1F326 FE0F	sun behind rain cloud	Travel & Places	sky & weather	E0.7	fully-qualified
1F327 FE0F	cloud with rain	Travel & Places	sky & weather	E0.7	fully-qualified
1F328 FE0F	cloud with snow	Travel & Places	sky & weather	E0.7	fully-qualified
1F329 FE0F	cloud with lightning	Travel & Places	sky & weather	E0.7	fully-qualified
1F32A FE0F	tornado	Travel & Places	sky & weather	E0.7	fully-qualified
1F32B FE0F	fog	Travel & Places	sky & weather	E0.7	fully-qualified
1F32C FE0F	wind face	Travel & Places	sky & weather	E0.7	fully-qualified
1F300	cyclone	Travel & Places	sky & weather	E0.6	fully-qualified
1F308	rainbow	Travel & Places	sky & weather	E0.6	fully-qualified
1F302	closed umbrella	Travel & Places	sky & weather	E0.6	fully-qualified
2602 FE0F	umbrella	Travel & Places	sky & weather	E0.7	fully-qualified
2614	umbrella with rain drops	Travel & Places	sky & weather	E0.6	fully-qualified
26F1 FE0F	umbrella on ground	Travel & Places	sky & weather	E0.7	fully-qualified
26A1	high voltage	Travel & Places	sky & weather	E0.6	fully-qualified
2744 FE0F	snowflake	Travel & Places	sky & weather	E0.6	fully-qualified
2603 FE0F	snowman	Travel & Places	sky & weather	E0.7	fully-qualified
26C4	snowman without snow	Travel & Places	sky & weather	E0.6	fully-qualified
2604 FE0F	comet	Travel & Places	sky & weather	E1.0	fully-qualified
1F525	fire	Travel & Places	sky & weather	E0.6	fully-qualified
1F4A7	droplet	Travel & Places	sky & weather	E0.6	fully-qualified
1F30A	water wave	Travel & Places	sky & weather	E0.6	fully-qualified
1F383	jack-o-lantern	Activities	event	E0.6	fully-qualified
1F384	Christmas tree	Activities	event	E0.6	fully-qualified
1F386	fireworks	Activities	event	E0.6	fully-qualified
1F387	sparkler	Activities	event	E0.6	fully-qualified
1F9E8	firecracker	Activities	event	E11.0	fully-qualified
2728	sparkles	Activities	event	E0.6	fully-qualified
1F388	balloon	Activities	event	E0.6	fully-qualified
1F389	party popper	Activities	event	E0.6	fully-qualified
1F38A	confetti ball	Activities	event	E0.6	fully-qualified
1F38B	tanabata tree	Activities	event	E0.6	fully-qualified
1F38D	pine decoration	Activities	event	E0.6	fully-qualified
1F38E	Japanese dolls	Activities	event	E0.6	fully-qualified
1F38F	carp streamer	Activities	event	E0.6	fully-qualified
1F390	wind chime	Activities	event	E0.6	fully-qualified
1F391	moon viewing ceremony	Activities	event	E0.6	fully-qualified
1F9E7	red envelope	Activities	event	E11.0	fully-qualified
1F380	ribbon	Activities	event	E0.6	fully-qualified
1F381	wrapped gift	Activities	event	E0.6	fully-qualified
1F397 FE0F	reminder ribbon	Activities	event	E0.7	fully-qualified
1F39F FE0F	admission tickets	Activities	event	E0.7	fully-qualified
1F3AB	ticket	Activities	event	E0.6	fully-qualified
1F396 FE0F	military medal	Activities	award-medal	E0.7	fully-qualified
1F3C6	trophy	Activities	award-medal	E0.6	fully-qualified
1F3C5	sports medal	Activities	award-medal	E1.0	fully-qualified
1F947	1st place medal	Activities	award-medal	E3.0	fully-qualified
1F948	2nd place medal	Activities	award-medal	E3.0	fully-qualified
1F949	3rd place medal	Activities	award-medal	E3.0	fully-qualified
26BD	soccer ball	Activities	sport	E0.6	fully-qualified
26BE	baseball	Activities	sport	E0.6	fully-qualified
1F94E	softball	Activities	sport	E11.0	fully-qualified
1F3C0	basketball	Activities	sport	E0.6	fully-qualified
1F3D0	volleyball	Activities	sport	E1.0	fully-qualified
1F3C8	american football	Activities	sport	E0.6	fully-qualified
1F3C9	rugby football	Activities	sport	E1.0	fully-qualified
1F3BE	tennis	Activities	sport	E0.6	fully-qualified
1F94F	flying disc	Activities	sport	E11.0	fully-qualified
1F3B3	bowling	Activities	sport	E0.6	fully-qualified
1F3CF	cricket game	Activities	sport	E1.0	fully-qualified
1F3D1	field hockey	Activities	sport	E1.0	fully-qualified
1F3D2	ice hockey	Activities	sport	E1.0	fully-qualified
1F94D	lacrosse	Activities	sport	E11.0	fully-qualified
1F3D3	ping pong	Activities	sport	E1.0	fully-qualified
1F3F8	badminton	Activities	sport	E1.0	fully-qualified
1F94A	boxing glove	Activities	sport	E3.0	fully-qualified
1F94B	martial arts uniform	Activities	sport	E3.0	fully-qualified
1F945	goal net	Activities	sport	E3.0	fully-qualified
26F3	flag in hole	Activities	sport	E0.6	fully-qualified
26F8 FE0F	ice skate	Activities	sport	E0.7	fully-qualified
1F3A3	fishing pole	Activities	sport	E0.6	fully-qualified
1F93F	diving mask	Activities	sport	E12.0	fully-qualified
1F3BD	running shirt	Activities	sport	E0.6	fully-qualified
1F3BF	skis	Activities	sport	E0.6	fully-qualified
1F6F7	sled	Activities	sport	E5.0	fully-qualified
1F94C	curling stone	Activities	sport	E5.0	fully-qualified
1F3AF	bullseye	Activities	game	E0.6	fully-qualified
1FA80	yo-yo	Activities	game	E12.0	fully-qualified
1FA81	kite	Activities	game	E12.0	fully-qualified
1F52B	water pistol	Activities	game	E0.6	fully-qualified
1F3B1	pool 8 ball	Activities	game	E0.6	fully-qualified
1F52E	crystal ball	Activities	game	E0.6	fully-qualified
1FA84	magic wand	Activities	game	E13.0	fully-qualified
1F3AE	video game	Activities	game	E0.6	fully-qualified
1F579 FE0F	joystick	Activities	game	E0.7	fully-qualified
1F3B0	slot machine	Activities	game	E0.6	fully-qualified
1F3B2	game die	Activities	game	E0.6	fully-qualified
1F9E9	puzzle piece	Activities	game	E11.0	fully-qualified
1F9F8	teddy bear	Activities	game	E11.0	fully-qualified
1FA85	piñata	Activities	game	E13.0	fully-qualified
1FAA9	mirror ball	Activities	game	E14.0	fully-qualified
1FA86	nesting dolls	Activities	game	E13.0	fully-qualified
2660 FE0F	spade suit	Activities	game	E0.6	fully-qualified
2665 FE0F	heart suit	Activities	game	E0.6	fully-qualified
2666 FE0F	diamond suit	Activities	game	E0.6	fully-qualified
2663 FE0F	club suit	Activities	game	E0.6	fully-qualified
265F FE0F	chess pawn	Activities	game	E11.0	fully-qualified
1F0CF	joker	Activities	game	E0.6	fully-qualified
1F004	mahjong red dragon	Activities	game	E0.6	fully-qualified
1F3B4	flower playing cards	Activities	game	E0.6	fully-qualified
1F3AD	performing arts	Activities	arts & crafts	E0.6	fully-qualified
1F5BC FE0F	framed picture	Activities	arts & crafts	E0.7	fully-qualified
1F3A8	artist palette	Activities	arts & crafts	E0.6	fully-qualified
1F9F5	thread	Activities	arts & crafts	E11.0	fully-qualified
1FAA1	sewing needle	Activities	arts & crafts	E13.0	fully-qualified
1F9F6	yarn	Activities	arts & crafts	E11.0	fully-qualified
1FAA2	knot	Activities	arts & crafts	E13.0	fully-qualified
1F453	glasses	Objects	clothing	E0.6	fully-qualified
1F576 FE0F	sunglasses	Objects	clothing	E0.7	fully-qualified
1F97D	goggles	Objects	clothing	E11.0	fully-qualified
1F97C	lab coat	Objects	clothing	E11.0	fully-qualified
1F9BA	safety vest	Objects	clothing	E12.0	fully-qualified
1F454	necktie	Objects	clothing	E0.6	fully-qualified
1F455	t-shirt	Objects	clothing	E0.6	fully-qualified
1F456	jeans	Objects	clothing	E0.6	fully-qualified
1F9E3	scarf	Objects	clothing	E5.0	fully-qualified
1F9E4	gloves	Objects	clothing	E5.0	fully-qualified
1F9E5	coat	Objects	clothing	E5.0	fully-qualified
1F9E6	socks	Objects	clothing	E5.0	fully-qualified
1F457	dress	Objects	clothing	E0.6	fully-qualified
1F458	kimono	Objects	clothing	E0.6	fully-qualified
1F97B	sari	Objects	clothing	E12.0	fully-qualified
1FA71	one-piece swimsuit	Objects	clothing	E12.0	fully-qualified
1FA72	briefs	Objects	clothing	E12.0	fully-qualified
1FA73	shorts	Objects	clothing	E12.0	fully-qualified
1F459	bikini	Objects	clothing	E0.6	fully-qualified
1F45A	woman’s clothes	Objects	clothing	E0.6	fully-qualified
1FAAD	folding hand fan	Objects	clothing	E15.0	fully-qualified
1F45B	purse	Objects	clothing	E0.6	fully-qualified
1F45C	handbag	Objects	clothing	E0.6	fully-qualified
1F45D	clutch bag	Objects	clothing	E0.6	fully-qualified
1F6CD FE0F	shopping bags	Objects	clothing	E0.7	fully-qualified
1F392	backpack	Objects	clothing	E0.6	fully-qualified
1FA74	thong sandal	Objects	clothing	E13.0	fully-qualified
1F45E	man’s shoe	Objects	clothing	E0.6	fully-qualified
1F45F	running shoe	Objects	clothing	E0.6	fully-qualified
1F97E	hiking boot	Objects	clothing	E11.0	fully-qualified
1F97F	flat shoe	Objects	clothing	E11.0	fully-qualified
1F460	high-heeled shoe	Objects	clothing	E0.6	fully-qualified
1F461	woman’s sandal	Objects	clothing	E0.6	fully-qualified
1FA70	ballet shoes	Objects	clothing	E12.0	fully-qualified
1F462	woman’s boot	Objects	clothing	E0.6	fully-qualified
1FAAE	hair pick	Objects	clothing	E15.0	fully-qualified
1F451	crown	Objects	clothing	E0.6	fully-qualified
1F452	woman’s hat	Objects	clothing	E0.6	fully-qualified
1F3A9	top hat	Objects	clothing	E0.6	fully-qualified
1F393	graduation cap	Objects	clothing	E0.6	fully-qualified
1F9E2	billed cap	Objects	clothing	E5.0	fully-qualified
1FA96	military helmet	Objects	clothing	E13.0	fully-qualified
26D1 FE0F	rescue worker’s helmet	Objects	clothing	E0.7	fully-qualified
1F4FF	prayer beads	Objects	clothing	E1.0	fully-qualified
1F484	lipstick	Objects	clothing	E0.6	fully-qualified
1F48D	ring	Objects	clothing	E0.6	fully-qualified
1F48E	gem stone	Objects	clothing	E0.6	fully-qualified
1F507	muted speaker	Objects	sound	E1.0	fully-qualified
1F508	speaker low volume	Objects	sound	E0.7	fully-qualified
1F509	speaker medium volume	Objects	sound	E1.0	fully-qualified
1F50A	speaker high volume	Objects	sound	E0.6	fully-qualified
1F4E2	loudspeaker	Objects	sound	E0.6	fully-qualified
1F4E3	megaphone	Objects	sound	E0.6	fully-qualified
1F4EF	postal horn	Objects	sound	E1.0	fully-qualified
1F514	bell	Objects	sound	E0.6	fully-qualified
1F515	bell with slash	Objects	sound	E1.0	fully-qualified
1F3BC	musical score	Objects	music	E0.6	fully-qualified
1F3B5	musical note	Objects	music	E0.6	fully-qualified
1F3B6	musical notes	Objects	music	E0.6	fully-qualified
1F399 FE0F	studio microphone	Objects	music	E0.7	fully-qualified
1F39A FE0F	level slider	Objects	music	E0.7	fully-qualified
1F39B FE0F	control knobs	Objects	music	E0.7	fully-qualified
1F3A4	microphone	Objects	music	E0.6	fully-qualified
1F3A7	headphone	Objects	music	E0.6	fully-qualified
1F4FB	radio	Objects	music	E0.6	fully-qualified
1F3B7	saxophone	Objects	musical-instrument	E0.6	fully-qualified
1F3BA	trumpet	Objects	musical-instrument	E0.6	fully-qualified
1FA8A	trombone	Objects	musical-instrument	E17.0	fully-qualified
1FA97	accordion	Objects	musical-instrument	E13.0	fully-qualified
1F3B8	guitar	Objects	musical-instrument	E0.6	fully-qualified
1F3B9	musical keyboard	Objects	musical-instrument	E0.6	fully-qualified
1F3BB	violin	Objects	musical-instrument	E0.6	fully-qualified
1FA95	banjo	Objects	musical-instrument	E12.0	fully-qualified
1F941	drum	Objects	musical-instrument	E3.0	fully-qualified
1FA98	long drum	Objects	musical-instrument	E13.0	fully-qualified
1FA87	maracas	Objects	musical-instrument	E15.0	fully-qualified
1FA88	flute	Objects	musical-instrument	E15.0	fully-qualified
1FA89	harp	Objects	musical-instrument	E16.0	fully-qualified
1F4F1	mobile phone	Objects	phone	E0.6	fully-qualified
1F4F2	mobile phone with arrow	Objects	phone	E0.6	fully-qualified
260E FE0F	telephone	Objects	phone	E0.6	fully-qualified
1F4DE	telephone receiver	Objects	phone	E0.6	fully-qualified
1F4DF	pager	Objects	phone	E0.6	fully-qualified
1F4E0	fax machine	Objects	phone	E0.6	fully-qualified
1F50B	battery	Objects	computer	E0.6	fully-qualified
1FAAB	low battery	Objects	computer	E14.0	fully-qualified
1F50C	electric plug	Objects	computer	E0.6	fully-qualified
1F4BB	laptop	Objects	computer	E0.6	fully-qualified
1F5A5 FE0F	desktop computer	Objects	computer	E0.7	fully-qualified
1F5A8 FE0F	printer	Objects	computer	E0.7	fully-qualified
2328 FE0F	keyboard	Objects	computer	E1.0	fully-qualified
1F5B1 FE0F	computer mouse	Objects	computer	E0.7	fully-qualified
1F5B2 FE0F	trackball	Objects	computer	E0.7	fully-qualified
1F4BD	computer disk	Objects	computer	E0.6	fully-qualified
1F4BE	floppy disk	Objects	computer	E0.6	fully-qualified
1F4BF	optical disk	Objects	computer	E0.6	fully-qualified
1F4C0	dvd	Objects	computer	E0.6	fully-qualified
1F9EE	abacus	Objects	computer	E11.0	fully-qualified
1F3A5	movie camera	Objects	light & video	E0.6	fully-qualified
1F39E FE0F	film frames	Objects	light & video	E0.7	fully-qualified
1F4FD FE0F	film projector	Objects	light & video	E0.7	fully-qualified
1F3AC	clapper board	Objects	light & video	E0.6	fully-qualified
1F4FA	television	Objects	light & video	E0.6	fully-qualified
1F4F7	camera	Objects	light & video	E0.6	fully-qualified
1F4F8	camera with flash	Objects	light & video	E1.0	fully-qualified
1F4F9	video camera	Objects	light & video	E0.6	fully-qualified
1F4FC	videocassette	Objects	light & video	E0.6	fully-qualified
1F50D	magnifying glass tilted left	Objects	light & video	E0.6	fully-qualified
1F50E	magnifying glass tilted right	Objects	light & video	E0.6	fully-qualified
1F56F FE0F	candle	Objects	light & video	E0.7	fully-qualified
1F4A1	light bulb	Objects	light & video	E0.6	fully-qualified
1F526	flashlight	Objects	light & video	E0.6	fully-qualified
1F3EE	red paper lantern	Objects	light & video	E0.6	fully-qualified
1FA94	diya lamp	Objects	light & video	E12.0	fully-qualified
1F4D4	notebook with decorative cover	Objects	book-paper	E0.6	fully-qualified
1F4D5	closed book	Objects	book-paper	E0.6	fully-qualified
1F4D6	open book	Objects	book-paper	E0.6	fully-qualified
1F4D7	green book	Objects	book-paper	E0.6	fully-qualified
1F4D8	blue book	Objects	book-paper	E0.6	fully-qualified
1F4D9	orange book	Objects	book-paper	E0.6	fully-qualified
1F4DA	books	Objects	book-paper	E0.6	fully-qualified
1F4D3	notebook	Objects	book-paper	E0.6	fully-qualified
1F4D2	ledger	Objects	book-paper	E0.6	fully-qualified
1F4C3	page with curl	Objects	book-paper	E0.6	fully-qualified
1F4DC	scroll	Objects	book-paper	E0.6	fully-qualified
1F4C4	page facing up	Objects	book-paper	E0.6	fully-qualified
1F4F0	newspaper	Objects	book-paper	E0.6	fully-qualified
1F5DE FE0F	rolled-up newspaper	Objects	book-paper	E0.7	fully-qualified
1F4D1	bookmark tabs	Objects	book-paper	E0.6	fully-qualified
1F516	bookmark	Objects	book-paper	E0.6	fully-qualified
1F3F7 FE0F	label	Objects	book-paper	E0.7	fully-qualified
1FA99	coin	Objects	money	E13.0	fully-qualified
1F4B0	money bag	Objects	money	E0.6	fully-qualified
1FA8E	treasure chest	Objects	money	E17.0	fully-qualified
1F4B4	yen banknote	Objects	money	E0.6	fully-qualified
1F4B5	dollar banknote	Objects	money	E0.6	fully-qualified
1F4B6	euro banknote	Objects	money	E1.0	fully-qualified
1F4B7	pound banknote	Objects	money	E1.0	fully-qualified
1F4B8	money with wings	Objects	money	E0.6	fully-qualified
1F4B3	credit card	Objects	money	E0.6	fully-qualified
1F9FE	receipt	Objects	money	E11.0	fully-qualified
1F4B9	chart increasing with yen	Objects	money	E0.6	fully-qualified
2709 FE0F	envelope	Objects	mail	E0.6	fully-qualified
1F4E7	e-mail	Objects	mail	E0.6	fully-qualified
1F4E8	incoming envelope	Objects	mail	E0.6	fully-qualified
1F4E9	envelope with arrow	Objects	mail	E0.6	fully-qualified
1F4E4	outbox tray	Objects	mail	E0.6	fully-qualified
1F4E5	inbox tray	Objects	mail	E0.6	fully-qualified
1F4E6	package	Objects	mail	E0.6	fully-qualified
1F4EB	closed mailbox with raised flag	Objects	mail	E0.6	fully-qualified
1F4EA	closed mailbox with lowered flag	Objects	mail	E0.6	fully-qualified
1F4EC	open mailbox with raised flag	Objects	mail	E0.7	fully-qualified
1F4ED	open mailbox with lowered flag	Objects	mail	E0.7	fully-qualified
1F4EE	postbox	Objects	mail	E0.6	fully-qualified
1F5F3 FE0F	ballot box with ballot	Objects	mail	E0.7	fully-qualified
270F FE0F	pencil	Objects	writing	E0.6	fully-qualified
2712 FE0F	black nib	Objects	writing	E0.6	fully-qualified
1F58B FE0F	fountain pen	Objects	writing	E0.7	fully-qualified
1F58A FE0F	pen	Objects	writing	E0.7	fully-qualified
1F58C FE0F	paintbrush	Objects	writing	E0.7	fully-qualified
1F58D FE0F	crayon	Objects	writing	E0.7	fully-qualified
1F4DD	memo	Objects	writing	E0.6	fully-qualified
1F4BC	briefcase	Objects	office	E0.6	fully-qualified
1F4C1	file folder	Objects	office	E0.6	fully-qualified
1F4C2	open file folder	Objects	office	E0.6	fully-qualified
1F5C2 FE0F	card index dividers	Objects	office	E0.7	fully-qualified
1F4C5	calendar	Objects	office	E0.6	fully-qualified
1F4C6	tear-off calendar	Objects	office	E0.6	fully-qualified
1F5D2 FE0F	spiral notepad	Objects	office	E0.7	fully-qualified
1F5D3 FE0F	spiral calendar	Objects	office	E0.7	fully-qualified
1F4C7	card index	Objects	office	E0.6	fully-qualified
1F4C8	chart increasing	Objects	office	E0.6	fully-qualified
1F4C9	chart decreasing	Objects	office	E0.6	fully-qualified
1F4CA	bar chart	Objects	office	E0.6	fully-qualified
1F4CB	clipboard	Objects	office	E0.6	fully-qualified
1F4CC	pushpin	Objects	office	E0.6	fully-qualified
1F4CD	round pushpin	Objects	office	E0.6	fully-qualified
1F4CE	paperclip	Objects	office	E0.6	fully-qualified
1F587 FE0F	linked paperclips	Objects	office	E0.7	fully-qualified
1F4CF	straight ruler	Objects	office	E0.6	fully-qualified
1F4D0	triangular ruler	Objects	office	E0.6	fully-qualified
2702 FE0F	scissors	Objects	office	E0.6	fully-qualified
1F5C3 FE0F	card file box	Objects	office	E0.7	fully-qualified
1F5C4 FE0F	file cabinet	Objects	office	E0.7	fully-qualified
1F5D1 FE0F	wastebasket	Objects	office	E0.7	fully-qualified
1F512	locked	Objects	lock	E0.6	fully-qualified
1F513	unlocked	Objects	lock	E0.6	fully-qualified
1F50F	locked with pen	Objects	lock	E0.6	fully-qualified
1F510	locked with key	Objects	lock	E0.6	fully-qualified
1F511	key	Objects	lock	E0.6	fully-qualified
1F5DD FE0F	old key	Objects	lock	E0.7	fully-qualified
1F528	hammer	Objects	tool	E0.6	fully-qualified
1FA93	axe	Objects	tool	E12.0	fully-qualified
26CF FE0F	pick	Objects	tool	E0.7	fully-qualified
2692 FE0F	hammer and pick	Objects	tool	E1.0	fully-qualified
1F6E0 FE0F	hammer and wrench	Objects	tool	E0.7	fully-qualified
1F5E1 FE0F	dagger	Objects	tool	E0.7	fully-qualified
2694 FE0F	crossed swords	Objects	tool	E1.0	fully-qualified
1F4A3	bomb	Objects	tool	E0.6	fully-qualified
1FA83	boomerang	Objects	tool	E13.0	fully-qualified
1F3F9	bow and arrow	Objects	tool	E1.0	fully-qualified
1F6E1 FE0F	shield	Objects	tool	E0.7	fully-qualified
1FA9A	carpentry saw	Objects	tool	E13.0	fully-qualified
1F527	wrench	Objects	tool	E0.6	fully-qualified
1FA9B	screwdriver	Objects	tool	E13.0	fully-qualified
1F529	nut and bolt	Objects	tool	E0.6	fully-qualified
2699 FE0F	gear	Objects	tool	E1.0	fully-qualified
1F5DC FE0F	clamp	Objects	tool	E0.7	fully-qualified
2696 FE0F	balance scale	Objects	tool	E1.0	fully-qualified
1F9AF	white cane	Objects	tool	E12.0	fully-qualified
1F517	link	Objects	tool	E0.6	fully-qualified
26D3 FE0F 200D 1F4A5	broken chain	Objects	tool	E15.1	fully-qualified
26D3 FE0F	chains	Objects	tool	E0.7	fully-qualified
1FA9D	hook	Objects	tool	E13.0	fully-qualified
1F9F0	toolbox	Objects	tool	E11.0	fully-qualified
1F9F2	magnet	Objects	tool	E11.0	fully-qualified
1FA9C	ladder	Objects	tool	E13.0	fully-qualified
1FA8F	shovel	Objects	tool	E16.0	fully-qualified
2697 FE0F	alembic	Objects	science	E1.0	fully-qualified
1F9EA	test tube	Objects	science	E11.0	fully-qualified
1F9EB	petri dish	Objects	science	E11.0	fully-qualified
1F9EC	dna	Objects	science	E11.0	fully-qualified
1F52C	microscope	Objects	science	E1.0	fully-qualified
1F52D	telescope	Objects	science	E1.0	fully-qualified
1F4E1	satellite antenna	Objects	science	E0.6	fully-qualified
1F489	syringe	Objects	medical	E0.6	fully-qualified
1FA78	drop of blood	Objects	medical	E12.0	fully-qualified
1F48A	pill	Objects	medical	E0.6	fully-qualified
1FA79	adhesive bandage	Objects	medical	E12.0	fully-qualified
1FA7C	crutch	Objects	medical	E14.0	fully-qualified
1FA7A	stethoscope	Objects	medical	E12.0	fully-qualified
1FA7B	x-ray	Objects	medical	E14.0	fully-qualified
1F6AA	door	Objects	household	E0.6	fully-qualified
1F6D7	elevator	Objects	household	E13.0	fully-qualified
1FA9E	mirror	Objects	household	E13.0	fully-qualified
1FA9F	window	Objects	household	E13.0	fully-qualified
1F6CF FE0F	bed	Objects	household	E0.7	fully-qualified
1F6CB FE0F	couch and lamp	Objects	household	E0.7	fully-qualified
1FA91	chair	Objects	household	E12.0	fully-qualified
1F6BD	toilet	Objects	household	E0.6	fully-qualified
1FAA0	plunger	Objects	household	E13.0	fully-qualified
1F6BF	shower	Objects	household	E1.0	fully-qualified
1F6C1	bathtub	Objects	household	E1.0	fully-qualified
1FAA4	mouse trap	Objects	household	E13.0	fully-qualified
1FA92	razor	Objects	household	E12.0	fully-qualified
1F9F4	lotion bottle	Objects	household	E11.0	fully-qualified
1F9F7	safety pin	Objects	household	E11.0	fully-qualified
1F9F9	broom	Objects	household	E11.0	fully-qualified
1F9FA	basket	Objects	household	E11.0	fully-qualified
1F9FB	roll of paper	Objects	household	E11.0	fully-qualified
1FAA3	bucket	Objects	household	E13.0	fully-qualified
1F9FC	soap	Objects	household	E11.0	fully-qualified
1FAE7	bubbles	Objects	household	E14.0	fully-qualified
1FAA5	toothbrush	Objects	household	E13.0	fully-qualified
1F9FD	sponge	Objects	household	E11.0	fully-qualified
1F9EF	fire extinguisher	Objects	household	E11.0	fully-qualified
1F6D2	shopping cart	Objects	household	E3.0	fully-qualified
1F6AC	cigarette	Objects	other-object	E0.6	fully-qualified
26B0 FE0F	coffin	Objects	other-object	E1.0	fully-qualified
1FAA6	headstone	Objects	other-object	E13.0	fully-qualified
26B1 FE0F	funeral urn	Objects	other-object	E1.0	fully-qualified
1F9FF	nazar amulet	Objects	other-object	E11.0	fully-qualified
1FAAC	hamsa	Objects	other-object	E14.0	fully-qualified
1F5FF	moai	Objects	other-object	E0.6	fully-qualified
1FAA7	placard	Objects	other-object	E13.0	fully-qualified
1FAAA	identification card	Objects	other-object	E14.0	fully-qualified
1F3E7	ATM sign	Symbols	transport-sign	E0.6	fully-qualified
1F6AE	litter in bin sign	Symbols	transport-sign	E1.0	fully-qualified
1F6B0	potable water	Symbols	transport-sign	E1.0	fully-qualified
267F	wheelchair symbol	Symbols	transport-sign	E0.6	fully-qualified
1F6B9	men’s room	Symbols	transport-sign	E0.6	fully-qualified
1F6BA	women’s room	Symbols	transport-sign	E0.6	fully-qualified
1F6BB	restroom	Symbols	transport-sign	E0.6	fully-qualified
1F6BC	baby symbol	Symbols	transport-sign	E0.6	fully-qualified
1F6BE	water closet	Symbols	transport-sign	E0.6	fully-qualified
1F6C2	passport control	Symbols	transport-sign	E1.0	fully-qualified
1F6C3	customs	Symbols	transport-sign	E1.0	fully-qualified
1F6C4	baggage claim	Symbols	transport-sign	E1.0	fully-qualified
1F6C5	left luggage	Symbols	transport-sign	E1.0	fully-qualified
26A0 FE0F	warning	Symbols	warning	E0.6	fully-qualified
1F6B8	children crossing	Symbols	warning	E1.0	fully-qualified
26D4	no entry	Symbols	warning	E0.6	fully-qualified
1F6AB	prohibited	Symbols	warning	E0.6	fully-qualified
1F6B3	no bicycles	Symbols	warning	E1.0	fully-qualified
1F6AD	no smoking	Symbols	warning	E0.6	fully-qualified
1F6AF	no littering	Symbols	warning	E1.0	fully-qualified
1F6B1	non-potable water	Symbols	warning	E1.0	fully-qualified
1F6B7	no pedestrians	Symbols	warning	E1.0	fully-qualified
1F4F5	no mobile phones	Symbols	warning	E1.0	fully-qualified
1F51E	no one under eighteen	Symbols	warning	E0.6	fully-qualified
2622 FE0F	radioactive	Symbols	warning	E1.0	fully-qualified
2623 FE0F	biohazard	Symbols	warning	E1.0	fully-qualified
2B06 FE0F	up arrow	Symbols	arrow	E0.6	fully-qualified
2197 FE0F	up-right arrow	Symbols	arrow	E0.6	fully-qualified
27A1 FE0F	right arrow	Symbols	arrow	E0.6	fully-qualified
2198 FE0F	down-right arrow	Symbols	arrow	E0.6	fully-qualified
2B07 FE0F	down arrow	Symbols	arrow	E0.6	fully-qualified
2199 FE0F	down-left arrow	Symbols	arrow	E0.6	fully-qualified
2B05 FE0F	left arrow	Symbols	arrow	E0.6	fully-qualified
2196 FE0F	up-left arrow	Symbols	arrow	E0.6	fully-qualified
2195 FE0F	up-down arrow	Symbols	arrow	E0.6	fully-qualified
2194 FE0F	left-right arrow	Symbols	arrow	E0.6	fully-qualified
21A9 FE0F	right arrow curving left	Symbols	arrow	E0.6	fully-qualified
21AA FE0F	left arrow curving right	Symbols	arrow	E0.6	fully-qualified
2934 FE0F	right arrow curving up	Symbols	arrow	E0.6	fully-qualified
2935 FE0F	right arrow curving down	Symbols	arrow	E0.6	fully-qualified
1F503	clockwise vertical arrows	Symbols	arrow	E0.6	fully-qualified
1F504	counterclockwise arrows button	Symbols	arrow	E1.0	fully-qualified
1F519	BACK arrow	Symbols	arrow	E0.6	fully-qualified
1F51A	END arrow	Symbols	arrow	E0.6	fully-qualified
1F51B	ON! arrow	Symbols	arrow	E0.6	fully-qualified
1F51C	SOON arrow	Symbols	arrow	E0.6	fully-qualified
1F51D	TOP arrow	Symbols	arrow	E0.6	fully-qualified
1F6D0	place of worship	Symbols	religion	E1.0	fully-qualified
269B FE0F	atom symbol	Symbols	religion	E1.0	fully-qualified
1F549 FE0F	om	Symbols	religion	E0.7	fully-qualified
2721 FE0F	star of David	Symbols	religion	E0.7	fully-qualified
2638 FE0F	wheel of dharma	Symbols	religion	E0.7	fully-qualified
262F FE0F	yin yang	Symbols	religion	E0.7	fully-qualified
271D FE0F	latin cross	Symbols	religion	E0.7	fully-qualified
