Codepoints	Name	Group	Subgroup	Version	Status
1F600	grinning face	Smileys & Emotion	face-smiling	E1.0	fully-qualified
1F603	grinning face with big eyes	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F604	grinning face with smiling eyes	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F601	beaming face with smiling eyes	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F606	grinning squinting face	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F605	grinning face with sweat	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F923	rolling on the floor laughing	Smileys & Emotion	face-smiling	E3.0	fully-qualified
1F602	face with tears of joy	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F642	slightly smiling face	Smileys & Emotion	face-smiling	E1.0	fully-qualified
1F643	upside-down face	Smileys & Emotion	face-smiling	E1.0	fully-qualified
1FAE0	melting face	Smileys & Emotion	face-smiling	E14.0	fully-qualified
1F609	winking face	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F60A	smiling face with smiling eyes	Smileys & Emotion	face-smiling	E0.6	fully-qualified
1F607	smiling face with halo	Smileys & Emotion	face-smiling	E1.0	fully-qualified
1F970	smiling face with hearts	Smileys & Emotion	face-affection	E11.0	fully-qualified
1F60D	smiling face with heart-eyes	Smileys & Emotion	face-affection	E0.6	fully-qualified
1F929	star-struck	Smileys & Emotion	face-affection	E5.0	fully-qualified
1F618	face blowing a kiss	Smileys & Emotion	face-affection	E0.6	fully-qualified
1F617	kissing face	Smileys & Emotion	face-affection	E1.0	fully-qualified
263A FE0F	smiling face	Smileys & Emotion	face-affection	E0.6	fully-qualified
1F61A	kissing face with closed eyes	Smileys & Emotion	face-affection	E0.6	fully-qualified
1F619	kissing face with smiling eyes	Smileys & Emotion	face-affection	E1.0	fully-qualified
1F972	smiling face with tear	Smileys & Emotion	face-affection	E13.0	fully-qualified
1F60B	face savoring food	Smileys & Emotion	face-tongue	E0.6	fully-qualified
1F61B	face with tongue	Smileys & Emotion	face-tongue	E1.0	fully-qualified
1F61C	winking face with tongue	Smileys & Emotion	face-tongue	E0.6	fully-qualified
1F92A	zany face	Smileys & Emotion	face-tongue	E5.0	fully-qualified
1F61D	squinting face with tongue	Smileys & Emotion	face-tongue	E0.6	fully-qualified
1F911	money-mouth face	Smileys & Emotion	face-tongue	E1.0	fully-qualified
1F917	smiling face with open hands	Smileys & Emotion	face-hand	E1.0	fully-qualified
1F92D	face with hand over mouth	Smileys & Emotion	face-hand	E5.0	fully-qualified
1FAE2	face with open eyes and hand over mouth	Smileys & Emotion	face-hand	E14.0	fully-qualified
1FAE3	face with peeking eye	Smileys & Emotion	face-hand	E14.0	fully-qualified
1F92B	shushing face	Smileys & Emotion	face-hand	E5.0	fully-qualified
1F914	thinking face	Smileys & Emotion	face-hand	E1.0	fully-qualified
1FAE1	saluting face	Smileys & Emotion	face-hand	E14.0	fully-qualified
1F910	zipper-mouth face	Smileys & Emotion	face-neutral-skeptical	E1.0	fully-qualified
1F928	face with raised eyebrow	Smileys & Emotion	face-neutral-skeptical	E5.0	fully-qualified
1F610	neutral face	Smileys & Emotion	face-neutral-skeptical	E0.7	fully-qualified
1F611	expressionless face	Smileys & Emotion	face-neutral-skeptical	E1.0	fully-qualified
1F636	face without mouth	Smileys & Emotion	face-neutral-skeptical	E1.0	fully-qualified
1FAE5	dotted line face	Smileys & Emotion	face-neutral-skeptical	E14.0	fully-qualified
1F636 200D 1F32B FE0F	face in clouds	Smileys & Emotion	face-neutral-skeptical	E13.1	fully-qualified
1F60F	smirking face	Smileys & Emotion	face-neutral-skeptical	E0.6	fully-qualified
1F612	unamused face	Smileys & Emotion	face-neutral-skeptical	E0.6	fully-qualified
1F644	face with rolling eyes	Smileys & Emotion	face-neutral-skeptical	E1.0	fully-qualified
1F62C	grimacing face	Smileys & Emotion	face-neutral-skeptical	E1.0	fully-qualified
1F62E 200D 1F4A8	face exhaling	Smileys & Emotion	face-neutral-skeptical	E13.1	fully-qualified
1F925	lying face	Smileys & Emotion	face-neutral-skeptical	E3.0	fully-qualified
1FAE8	shaking face	Smileys & Emotion	face-neutral-skeptical	E15.0	fully-qualified
1F642 200D 2194 FE0F	head shaking horizontally	Smileys & Emotion	face-neutral-skeptical	E15.1	fully-qualified
1F642 200D 2195 FE0F	head shaking vertically	Smileys & Emotion	face-neutral-skeptical	E15.1	fully-qualified
1F60C	relieved face	Smileys & Emotion	face-sleepy	E0.6	fully-qualified
1F614	pensive face	Smileys & Emotion	face-sleepy	E0.6	fully-qualified
1F62A	sleepy face	Smileys & Emotion	face-sleepy	E0.6	fully-qualified
1F924	drooling face	Smileys & Emotion	face-sleepy	E3.0	fully-qualified
1F634	sleeping face	Smileys & Emotion	face-sleepy	E1.0	fully-qualified
1FAE9	face with bags under eyes	Smileys & Emotion	face-sleepy	E16.0	fully-qualified
1F637	face with medical mask	Smileys & Emotion	face-unwell	E0.6	fully-qualified
1F912	face with thermometer	Smileys & Emotion	face-unwell	E1.0	fully-qualified
1F915	face with head-bandage	Smileys & Emotion	face-unwell	E1.0	fully-qualified
1F922	nauseated face	Smileys & Emotion	face-unwell	E3.0	fully-qualified
1F92E	face vomiting	Smileys & Emotion	face-unwell	E5.0	fully-qualified
1F927	sneezing face	Smileys & Emotion	face-unwell	E3.0	fully-qualified
1F975	hot face	Smileys & Emotion	face-unwell	E11.0	fully-qualified
1F976	cold face	Smileys & Emotion	face-unwell	E11.0	fully-qualified
1F974	woozy face	Smileys & Emotion	face-unwell	E11.0	fully-qualified
1F635	face with crossed-out eyes	Smileys & Emotion	face-unwell	E0.6	fully-qualified
1F635 200D 1F4AB	face with spiral eyes	Smileys & Emotion	face-unwell	E13.1	fully-qualified
1F92F	exploding head	Smileys & Emotion	face-unwell	E5.0	fully-qualified
1F920	cowboy hat face	Smileys & Emotion	face-hat	E3.0	fully-qualified
1F973	partying face	Smileys & Emotion	face-hat	E11.0	fully-qualified
1F978	disguised face	Smileys & Emotion	face-hat	E13.0	fully-qualified
1F60E	smiling face with sunglasses	Smileys & Emotion	face-glasses	E1.0	fully-qualified
1F913	nerd face	Smileys & Emotion	face-glasses	E1.0	fully-qualified
1F9D0	face with monocle	Smileys & Emotion	face-glasses	E5.0	fully-qualified
1F615	confused face	Smileys & Emotion	face-concerned	E1.0	fully-qualified
1FAE4	face with diagonal mouth	Smileys & Emotion	face-concerned	E14.0	fully-qualified
1F61F	worried face	Smileys & Emotion	face-concerned	E1.0	fully-qualified
1F641	slightly frowning face	Smileys & Emotion	face-concerned	E1.0	fully-qualified
2639 FE0F	frowning face	Smileys & Emotion	face-concerned	E0.7	fully-qualified
1F62E	face with open mouth	Smileys & Emotion	face-concerned	E1.0	fully-qualified
1F62F	hushed face	Smileys & Emotion	face-concerned	E1.0	fully-qualified
1F632	astonished face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F633	flushed face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1FAEA	distorted face	Smileys & Emotion	face-concerned	E17.0	fully-qualified
1F97A	pleading face	Smileys & Emotion	face-concerned	E11.0	fully-qualified
1F979	face holding back tears	Smileys & Emotion	face-concerned	E14.0	fully-qualified
1F626	frowning face with open mouth	Smileys & Emotion	face-concerned	E1.0	fully-qualified
1F627	anguished face	Smileys & Emotion	face-concerned	E1.0	fully-qualified
1F628	fearful face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F630	anxious face with sweat	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F625	sad but relieved face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F622	crying face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F62D	loudly crying face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F631	face screaming in fear	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F616	confounded face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F623	persevering face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F61E	disappointed face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F613	downcast face with sweat	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F629	weary face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F62B	tired face	Smileys & Emotion	face-concerned	E0.6	fully-qualified
1F971	yawning face	Smileys & Emotion	face-concerned	E12.0	fully-qualified
1F624	face with steam from nose	Smileys & Emotion	face-negative	E0.6	fully-qualified
1F621	enraged face	Smileys & Emotion	face-negative	E0.6	fully-qualified
1F620	angry face	Smileys & Emotion	face-negative	E0.6	fully-qualified
1F92C	face with symbols on mouth	Smileys & Emotion	face-negative	E5.0	fully-qualified
1F608	smiling face with horns	Smileys & Emotion	face-negative	E1.0	fully-qualified
1F47F	angry face with horns	Smileys & Emotion	face-negative	E0.6	fully-qualified
1F480	skull	Smileys & Emotion	face-negative	E0.6	fully-qualified
2620 FE0F	skull and crossbones	Smileys & Emotion	face-negative	E1.0	fully-qualified
1F4A9	pile of poo	Smileys & Emotion	face-costume	E0.6	fully-qualified
1F921	clown face	Smileys & Emotion	face-costume	E3.0	fully-qualified
1F479	ogre	Smileys & Emotion	face-costume	E0.6	fully-qualified
1F47A	goblin	Smileys & Emotion	face-costume	E0.6	fully-qualified
1F47B	ghost	Smileys & Emotion	face-costume	E0.6	fully-qualified
1F47D	alien	Smileys & Emotion	face-costume	E0.6	fully-qualified
1F47E	alien monster	Smileys & Emotion	face-costume	E0.6	fully-qualified
1F916	robot	Smileys & Emotion	face-costume	E1.0	fully-qualified
1F63A	grinning cat	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F638	grinning cat with smiling eyes	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F639	cat with tears of joy	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F63B	smiling cat with heart-eyes	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F63C	cat with wry smile	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F63D	kissing cat	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F640	weary cat	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F63F	crying cat	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F63E	pouting cat	Smileys & Emotion	cat-face	E0.6	fully-qualified
1F648	see-no-evil monkey	Smileys & Emotion	monkey-face	E0.6	fully-qualified
1F649	hear-no-evil monkey	Smileys & Emotion	monkey-face	E0.6	fully-qualified
1F64A	speak-no-evil monkey	Smileys & Emotion	monkey-face	E0.6	fully-qualified
1F48C	love letter	Smileys & Emotion	heart	E0.6	fully-qualified
1F498	heart with arrow	Smileys & Emotion	heart	E0.6	fully-qualified
1F49D	heart with ribbon	Smileys & Emotion	heart	E0.6	fully-qualified
1F496	sparkling heart	Smileys & Emotion	heart	E0.6	fully-qualified
1F497	growing heart	Smileys & Emotion	heart	E0.6	fully-qualified
1F493	beating heart	Smileys & Emotion	heart	E0.6	fully-qualified
1F49E	revolving hearts	Smileys & Emotion	heart	E0.6	fully-qualified
1F495	two hearts	Smileys & Emotion	heart	E0.6	fully-qualified
1F49F	heart decoration	Smileys & Emotion	heart	E0.6	fully-qualified
2763 FE0F	heart exclamation	Smileys & Emotion	heart	E1.0	fully-qualified
1F494	broken heart	Smileys & Emotion	heart	E0.6	fully-qualified
2764 FE0F 200D 1F525	heart on fire	Smileys & Emotion	heart	E13.1	fully-qualified
2764 FE0F 200D 1FA79	mending heart	Smileys & Emotion	heart	E13.1	fully-qualified
2764 FE0F	red heart	Smileys & Emotion	heart	E0.6	fully-qualified
1FA77	pink heart	Smileys & Emotion	heart	E15.0	fully-qualified
1F9E1	orange heart	Smileys & Emotion	heart	E5.0	fully-qualified
1F49B	yellow heart	Smileys & Emotion	heart	E0.6	fully-qualified
1F49A	green heart	Smileys & Emotion	heart	E0.6	fully-qualified
1F499	blue heart	Smileys & Emotion	heart	E0.6	fully-qualified
1FA75	light blue heart	Smileys & Emotion	heart	E15.0	fully-qualified
1F49C	purple heart	Smileys & Emotion	heart	E0.6	fully-qualified
1F90E	brown heart	Smileys & Emotion	heart	E12.0	fully-qualified
1F5A4	black heart	Smileys & Emotion	heart	E3.0	fully-qualified
1FA76	grey heart	Smileys & Emotion	heart	E15.0	fully-qualified
1F90D	white heart	Smileys & Emotion	heart	E12.0	fully-qualified
1F48B	kiss mark	Smileys & Emotion	emotion	E0.6	fully-qualified
1F4AF	hundred points	Smileys & Emotion	emotion	E0.6	fully-qualified
1F4A2	anger symbol	Smileys & Emotion	emotion	E0.6	fully-qualified
1FAEF	fight cloud	Smileys & Emotion	emotion	E17.0	fully-qualified
1F4A5	collision	Smileys & Emotion	emotion	E0.6	fully-qualified
1F4AB	dizzy	Smileys & Emotion	emotion	E0.6	fully-qualified
1F4A6	sweat droplets	Smileys & Emotion	emotion	E0.6	fully-qualified
1F4A8	dashing away	Smileys & Emotion	emotion	E0.6	fully-qualified
1F573 FE0F	hole	Smileys & Emotion	emotion	E0.7	fully-qualified
1F4AC	speech balloon	Smileys & Emotion	emotion	E0.6	fully-qualified
1F441 FE0F 200D 1F5E8 FE0F	eye in speech bubble	Smileys & Emotion	emotion	E2.0	fully-qualified
1F5E8 FE0F	left speech bubble	Smileys & Emotion	emotion	E2.0	fully-qualified
1F5EF FE0F	right anger bubble	Smileys & Emotion	emotion	E0.7	fully-qualified
1F4AD	thought balloon	Smileys & Emotion	emotion	E1.0	fully-qualified
1F4A4	ZZZ	Smileys & Emotion	emotion	E0.6	fully-qualified
1F44B	waving hand	People & Body	hand-fingers-open	E0.6	fully-qualified
1F44B 1F3FB	waving hand: light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F44B 1F3FC	waving hand: medium-light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F44B 1F3FD	waving hand: medium skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F44B 1F3FE	waving hand: medium-dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F44B 1F3FF	waving hand: dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F91A	raised back of hand	People & Body	hand-fingers-open	E3.0	fully-qualified
1F91A 1F3FB	raised back of hand: light skin tone	People & Body	hand-fingers-open	E3.0	fully-qualified
1F91A 1F3FC	raised back of hand: medium-light skin tone	People & Body	hand-fingers-open	E3.0	fully-qualified
1F91A 1F3FD	raised back of hand: medium skin tone	People & Body	hand-fingers-open	E3.0	fully-qualified
1F91A 1F3FE	raised back of hand: medium-dark skin tone	People & Body	hand-fingers-open	E3.0	fully-qualified
1F91A 1F3FF	raised back of hand: dark skin tone	People & Body	hand-fingers-open	E3.0	fully-qualified
1F590 FE0F	hand with fingers splayed	People & Body	hand-fingers-open	E0.7	fully-qualified
1F590 1F3FB	hand with fingers splayed: light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F590 1F3FC	hand with fingers splayed: medium-light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F590 1F3FD	hand with fingers splayed: medium skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F590 1F3FE	hand with fingers splayed: medium-dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F590 1F3FF	hand with fingers splayed: dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
270B	raised hand	People & Body	hand-fingers-open	E0.6	fully-qualified
270B 1F3FB	raised hand: light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
270B 1F3FC	raised hand: medium-light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
270B 1F3FD	raised hand: medium skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
270B 1F3FE	raised hand: medium-dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
270B 1F3FF	raised hand: dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F596	vulcan salute	People & Body	hand-fingers-open	E1.0	fully-qualified
1F596 1F3FB	vulcan salute: light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F596 1F3FC	vulcan salute: medium-light skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F596 1F3FD	vulcan salute: medium skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F596 1F3FE	vulcan salute: medium-dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1F596 1F3FF	vulcan salute: dark skin tone	People & Body	hand-fingers-open	E1.0	fully-qualified
1FAF1	rightwards hand	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF1 1F3FB	rightwards hand: light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF1 1F3FC	rightwards hand: medium-light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF1 1F3FD	rightwards hand: medium skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF1 1F3FE	rightwards hand: medium-dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF1 1F3FF	rightwards hand: dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF2	leftwards hand	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF2 1F3FB	leftwards hand: light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF2 1F3FC	leftwards hand: medium-light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF2 1F3FD	leftwards hand: medium skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF2 1F3FE	leftwards hand: medium-dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF2 1F3FF	leftwards hand: dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF3	palm down hand	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF3 1F3FB	palm down hand: light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF3 1F3FC	palm down hand: medium-light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF3 1F3FD	palm down hand: medium skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF3 1F3FE	palm down hand: medium-dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF3 1F3FF	palm down hand: dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF4	palm up hand	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF4 1F3FB	palm up hand: light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF4 1F3FC	palm up hand: medium-light skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF4 1F3FD	palm up hand: medium skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF4 1F3FE	palm up hand: medium-dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF4 1F3FF	palm up hand: dark skin tone	People & Body	hand-fingers-open	E14.0	fully-qualified
1FAF7	leftwards pushing hand	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF7 1F3FB	leftwards pushing hand: light skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF7 1F3FC	leftwards pushing hand: medium-light skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF7 1F3FD	leftwards pushing hand: medium skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF7 1F3FE	leftwards pushing hand: medium-dark skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF7 1F3FF	leftwards pushing hand: dark skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF8	rightwards pushing hand	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF8 1F3FB	rightwards pushing hand: light skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF8 1F3FC	rightwards pushing hand: medium-light skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF8 1F3FD	rightwards pushing hand: medium skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF8 1F3FE	rightwards pushing hand: medium-dark skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1FAF8 1F3FF	rightwards pushing hand: dark skin tone	People & Body	hand-fingers-open	E15.0	fully-qualified
1F44C	OK hand	People & Body	hand-fingers-partial	E0.6	fully-qualified
1F44C 1F3FB	OK hand: light skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F44C 1F3FC	OK hand: medium-light skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F44C 1F3FD	OK hand: medium skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F44C 1F3FE	OK hand: medium-dark skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F44C 1F3FF	OK hand: dark skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F90C	pinched fingers	People & Body	hand-fingers-partial	E13.0	fully-qualified
1F90C 1F3FB	pinched fingers: light skin tone	People & Body	hand-fingers-partial	E13.0	fully-qualified
1F90C 1F3FC	pinched fingers: medium-light skin tone	People & Body	hand-fingers-partial	E13.0	fully-qualified
1F90C 1F3FD	pinched fingers: medium skin tone	People & Body	hand-fingers-partial	E13.0	fully-qualified
1F90C 1F3FE	pinched fingers: medium-dark skin tone	People & Body	hand-fingers-partial	E13.0	fully-qualified
1F90C 1F3FF	pinched fingers: dark skin tone	People & Body	hand-fingers-partial	E13.0	fully-qualified
1F90F	pinching hand	People & Body	hand-fingers-partial	E12.0	fully-qualified
1F90F 1F3FB	pinching hand: light skin tone	People & Body	hand-fingers-partial	E12.0	fully-qualified
1F90F 1F3FC	pinching hand: medium-light skin tone	People & Body	hand-fingers-partial	E12.0	fully-qualified
1F90F 1F3FD	pinching hand: medium skin tone	People & Body	hand-fingers-partial	E12.0	fully-qualified
1F90F 1F3FE	pinching hand: medium-dark skin tone	People & Body	hand-fingers-partial	E12.0	fully-qualified
1F90F 1F3FF	pinching hand: dark skin tone	People & Body	hand-fingers-partial	E12.0	fully-qualified
270C FE0F	victory hand	People & Body	hand-fingers-partial	E0.6	fully-qualified
270C 1F3FB	victory hand: light skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
270C 1F3FC	victory hand: medium-light skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
270C 1F3FD	victory hand: medium skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
270C 1F3FE	victory hand: medium-dark skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
270C 1F3FF	victory hand: dark skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F91E	crossed fingers	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F91E 1F3FB	crossed fingers: light skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F91E 1F3FC	crossed fingers: medium-light skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F91E 1F3FD	crossed fingers: medium skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F91E 1F3FE	crossed fingers: medium-dark skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F91E 1F3FF	crossed fingers: dark skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1FAF0	hand with index finger and thumb crossed	People & Body	hand-fingers-partial	E14.0	fully-qualified
1FAF0 1F3FB	hand with index finger and thumb crossed: light skin tone	People & Body	hand-fingers-partial	E14.0	fully-qualified
1FAF0 1F3FC	hand with index finger and thumb crossed: medium-light skin tone	People & Body	hand-fingers-partial	E14.0	fully-qualified
1FAF0 1F3FD	hand with index finger and thumb crossed: medium skin tone	People & Body	hand-fingers-partial	E14.0	fully-qualified
1FAF0 1F3FE	hand with index finger and thumb crossed: medium-dark skin tone	People & Body	hand-fingers-partial	E14.0	fully-qualified
1FAF0 1F3FF	hand with index finger and thumb crossed: dark skin tone	People & Body	hand-fingers-partial	E14.0	fully-qualified
1F91F	love-you gesture	People & Body	hand-fingers-partial	E5.0	fully-qualified
1F91F 1F3FB	love-you gesture: light skin tone	People & Body	hand-fingers-partial	E5.0	fully-qualified
1F91F 1F3FC	love-you gesture: medium-light skin tone	People & Body	hand-fingers-partial	E5.0	fully-qualified
1F91F 1F3FD	love-you gesture: medium skin tone	People & Body	hand-fingers-partial	E5.0	fully-qualified
1F91F 1F3FE	love-you gesture: medium-dark skin tone	People & Body	hand-fingers-partial	E5.0	fully-qualified
1F91F 1F3FF	love-you gesture: dark skin tone	People & Body	hand-fingers-partial	E5.0	fully-qualified
1F918	sign of the horns	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F918 1F3FB	sign of the horns: light skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F918 1F3FC	sign of the horns: medium-light skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F918 1F3FD	sign of the horns: medium skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F918 1F3FE	sign of the horns: medium-dark skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F918 1F3FF	sign of the horns: dark skin tone	People & Body	hand-fingers-partial	E1.0	fully-qualified
1F919	call me hand	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F919 1F3FB	call me hand: light skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F919 1F3FC	call me hand: medium-light skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F919 1F3FD	call me hand: medium skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F919 1F3FE	call me hand: medium-dark skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F919 1F3FF	call me hand: dark skin tone	People & Body	hand-fingers-partial	E3.0	fully-qualified
1F448	backhand index pointing left	People & Body	hand-single-finger	E0.6	fully-qualified
1F448 1F3FB	backhand index pointing left: light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F448 1F3FC	backhand index pointing left: medium-light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F448 1F3FD	backhand index pointing left: medium skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F448 1F3FE	backhand index pointing left: medium-dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F448 1F3FF	backhand index pointing left: dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F449	backhand index pointing right	People & Body	hand-single-finger	E0.6	fully-qualified
1F449 1F3FB	backhand index pointing right: light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F449 1F3FC	backhand index pointing right: medium-light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F449 1F3FD	backhand index pointing right: medium skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F449 1F3FE	backhand index pointing right: medium-dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F449 1F3FF	backhand index pointing right: dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F446	backhand index pointing up	People & Body	hand-single-finger	E0.6	fully-qualified
1F446 1F3FB	backhand index pointing up: light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F446 1F3FC	backhand index pointing up: medium-light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F446 1F3FD	backhand index pointing up: medium skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F446 1F3FE	backhand index pointing up: medium-dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F446 1F3FF	backhand index pointing up: dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F595	middle finger	People & Body	hand-single-finger	E1.0	fully-qualified
1F595 1F3FB	middle finger: light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F595 1F3FC	middle finger: medium-light skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F595 1F3FD	middle finger: medium skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F595 1F3FE	middle finger: medium-dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F595 1F3FF	middle finger: dark skin tone	People & Body	hand-single-finger	E1.0	fully-qualified
1F447	backhand index pointing down	People & Body	hand-single-finger	E0.6	fully-qualified
